,taxon,collection_no,early_age,late_age,early_interval,late_interval,uncertainty.interval,notes,
266,Borophagus_hilli,18533,7.5,4.7,Late Hemphillian,NA,2.55,"Modified based on Late Hemphillian substage PBDB; Bruno: I think late here means 7.25, since in Wang he separates it like that, and that's the source here/it's older",
267,Borophagus_hilli,18595,7.5,4.7,Late Hemphillian,NA,2.55,"Modified based on Late Hemphillian substage PBDB; Bruno: I think late here means 7.25, since in Wang he separates it like that, and that's the source here/it's older",
268,Borophagus_hilli,200705,7.5,4.7,Late Hemphillian,NA,0.633,Modified based on Late Hemphillian substage PBDB,
269,Borophagus_hilli,19922,7.5,4.1,Late Hemphillian,Early Blancan,3.4,"Wang lists as Late Hemphillian or Early Blancan, haven't found a more precise dating online",
270,Borophagus_hilli,19673,4.7,4.1,Early Blancan,NA,0.6,Wang lists as Early Blancan,
271,Borophagus_hilli,19808,4.7,4.1,Early Blancan,NA,0.6,Wang lists as Early Blancan,
272,Borophagus_hilli,19974,4.7,4.1,Early Blancan,NA,0.6,Wang lists as Early Blancan,
273,Borophagus_hilli,20063,4.7,4.1,Early Blancan,NA,0.6,Wang lists as Early Blancan,
274,Borophagus_hilli,178479,4.1,3,Medial Blancan,NA,1.1,"Fossil listed as 3.1-3.9Mya, so within our definition of Medial Blancan",
275,Borophagus_littoralis,19553,12.5,10,Early Clarendonian,NA,2.5,Wang lists as Early Clarendonian,
276,Borophagus_littoralis,19185,12.5,9.4,Clarendonian,NA,3.1,,
277,Borophagus_littoralis,19322,12.5,9.4,Clarendonian,NA,3.1,,
278,Borophagus_littoralis,19323,12.5,9.4,Clarendonian,NA,3.1,,
279,Borophagus_littoralis,19324,12.5,9.4,Clarendonian,NA,3.1,,
280,Borophagus_littoralis,19380,10,9.4,Late Clarendonian,NA,0.6,Wang lists as Late Clarendonian,
281,Borophagus_orc,18564,9.4,7.5,Early Hemphillian,NA,1.917,Wang says Late Early Hemphillian,
282,Borophagus_orc,18601,9.4,7.5,Early Hemphillian,NA,1.917,Wang says Late Early Hemphillian,
283,Borophagus_orc,52582,5.333,3.6,Zanclean,NA,2.55,DELETE; paper says late Hemphillian,
284,Borophagus_parvus,19514,7.5,4.7,Late Hemphillian,NA,2.55,"Modified based on Late Hemphillian substage PBDB; Wang considers late = late + late Early, it seems",
285,Borophagus_parvus,19582,7.5,4.7,Late Hemphillian,NA,2.55,"Modified based on Late Hemphillian substage PBDB; Wang considers late = late + late Early, it seems",
286,Borophagus_parvus,19612,7.5,4.7,Late Hemphillian,NA,2.55,"Modified based on Late Hemphillian substage PBDB; Wang considers late = late + late Early, it seems",
287,Borophagus_pugnator,19023,9.4,7.5,Early Hemphillian,NA,2.15,Wang lists as early Hemphillian (and so does one of the comments in PBDB collection),
288,Borophagus_pugnator,19036,9.4,7.5,Early Hemphillian,NA,2.15,Wang (source in collection) lists as Early Hemphillian,
289,Borophagus_pugnator,18072,9.4,4.7,Hemphillian,NA,4.7,,
290,Borophagus_pugnator,18111,9.4,4.7,Hemphillian,NA,4.7,,
291,Borophagus_pugnator,18193,9.4,4.7,Hemphillian,NA,4.7,,
292,Borophagus_pugnator,18254,9.4,4.7,Hemphillian,NA,4.7,,
293,Borophagus_pugnator,18342,9.4,4.7,Hemphillian,NA,4.7,,
294,Borophagus_pugnator,18415,9.4,4.7,Hemphillian,NA,4.7,,
295,Borophagus_pugnator,18495,9.4,4.7,Hemphillian,NA,4.7,,
296,Borophagus_pugnator,18504,9.4,4.7,Hemphillian,NA,4.7,,
297,Borophagus_pugnator,18545,9.4,4.7,Hemphillian,NA,4.7,,
298,Borophagus_pugnator,18563,9.4,4.7,Hemphillian,NA,4.7,,
299,Borophagus_pugnator,18565,9.4,4.7,Hemphillian,NA,4.7,,
300,Borophagus_pugnator,18601,9.4,4.7,Hemphillian,NA,4.7,,
301,Borophagus_pugnator,18602,9.4,4.7,Hemphillian,NA,4.7,,
302,Borophagus_pugnator,18513,7.5,4.7,Late Hemphillian,NA,2.55,Wang is source and lists Late Hemphillian as 7.25-4.7,
303,Borophagus_pugnator,18532,7.5,4.7,Late Hemphillian,NA,2.55,Wang is source and lists Late Hemphillian as 7.25-4.8,
304,Borophagus_pugnator,18573,7.5,4.7,Late Hemphillian,NA,2.55,Wang is source and lists Late Hemphillian as 7.25-4.9,
305,Borophagus_secundus,18033,9.4,7.5,Early Hemphillian,NA,2.55,Wang is source and lists as Early Hemphillian,
306,Borophagus_secundus,18097,9.4,4.7,Hemphillian,NA,4.7,,
307,Borophagus_secundus,18140,9.4,4.7,Hemphillian,NA,4.7,,
308,Borophagus_secundus,18166,9.4,4.7,Hemphillian,NA,4.7,,
309,Borophagus_secundus,18175,9.4,4.7,Hemphillian,NA,4.7,,
310,Borophagus_secundus,18198,9.4,4.7,Hemphillian,NA,4.7,,
311,Borophagus_secundus,18241,9.4,4.7,Hemphillian,NA,4.7,,
312,Borophagus_secundus,18304,9.4,4.7,Hemphillian,NA,4.7,,
313,Borophagus_secundus,18091,7.5,4.7,Late Hemphillian,NA,2.55,Wang lists as Late Hemphillian,
314,Borophagus_secundus,18140,7.5,4.7,Late Hemphillian,NA,2.55,,
315,Borophagus_secundus,18432,7.5,4.7,Late Hemphillian,NA,2.55,"All of the papers here that do define ""Late Hemphillian"" use 7.25-4.7, as Wang does",
316,Borophagus_secundus,18499,7.5,4.7,Late Hemphillian,NA,2.55,Also it's good to be conservative,
317,Borophagus_secundus,18713,7.5,4.7,Late Hemphillian,NA,2.55,,
318,Borophagus_secundus,18715,7.5,4.7,Late Hemphillian,NA,2.55,,
319,Borophagus_secundus,18732,7.5,4.7,Late Hemphillian,NA,2.55,,
320,Borophagus_secundus,18736,7.5,4.7,Late Hemphillian,NA,2.55,,
321,Borophagus_secundus,18737,7.5,4.7,Late Hemphillian,NA,2.55,,
322,Borophagus_secundus,18739,7.5,4.7,Late Hemphillian,NA,2.55,,
323,Borophagus_secundus,18740,7.5,4.7,Late Hemphillian,NA,2.55,,
324,Borophagus_secundus,18745,7.5,4.7,Late Hemphillian,NA,2.55,,
325,Borophagus_secundus,18747,7.5,4.7,Late Hemphillian,NA,2.55,,
326,Borophagus_secundus,18750,7.5,4.7,Late Hemphillian,NA,2.55,,
327,Borophagus_secundus,18970,7.5,4.7,Late Hemphillian,NA,2.55,,
328,Borophagus_secundus,19445,7.5,4.7,Late Hemphillian,NA,2.55,,
329,Borophagus_secundus,19473,7.5,4.7,Late Hemphillian,NA,2.55,,
330,Borophagus_secundus,19582,7.5,4.7,Late Hemphillian,NA,2.55,,
331,Borophagus_secundus,19604,7.5,4.7,Late Hemphillian,NA,2.55,,
332,Borophagus_secundus,157349,7.5,4.7,Late Hemphillian,NA,2.55,,
333,Borophagus_secundus,170201,7.5,4.7,Late Hemphillian,NA,2.55,,
334,Borophagus_secundus,189788,7.5,4.7,Late Hemphillian,NA,2.55,,
335,Borophagus_secundus,189790,7.5,4.7,Late Hemphillian,NA,2.55,,
336,Borophagus_secundus,212307,7.5,4.7,Late Hemphillian,NA,2.55,,
337,Caedocyon_tedfordi,17493,29.5,24.7,Early Arikareean,NA,6.4,"DELETE; Wang sets this as Lower Arikaree group, and phylogeny seems to imply Early-Middle Arikareean",
338,Canis_anthus,11803,0.129,0.0117,Late Pleistocene,NA,0.1173,,
339,Canis_antonii,231193,2.58,0.774,Early Pleistocene,,1.806,edited to early pleistocene as tedford,
340,Canis_armbrusteri,19617,1.8,0.85,Early Irvingtonian,NA,0.95,"Tedford says ""Early Irvingtonian of Arizona"" and defines Early Irvingtonian as 1.8-1mya, rounding from 0.9 (I assume he means 0.85 as that's Irvingtonian I)",
341,Canis_armbrusteri,20400,1.8,0.85,Early Irvingtonian,NA,0.95,Tedford lists as Early Irvingtonian,
342,Canis_armbrusteri,20289,1.8,0.21,Irvingtonian,NA,1.19,,
343,Canis_armbrusteri,20351,1.8,0.21,Irvingtonian,NA,1.19,,
344,Canis_armbrusteri,20401,1.8,0.21,Irvingtonian,NA,1.19,,
345,Canis_armbrusteri,20415,1.8,0.21,Irvingtonian,NA,1.19,,
346,Canis_armbrusteri,20537,1.8,0.21,Irvingtonian,NA,1.19,,
347,Canis_armbrusteri,20558,1.8,0.21,Irvingtonian,NA,1.19,,
348,Canis_armbrusteri,79919,1.8,0.21,Irvingtonian,NA,1.19,,
349,Canis_armbrusteri,20290,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
350,Canis_armbrusteri,20302,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
351,Canis_armbrusteri,20342,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
352,Canis_armbrusteri,20479,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
353,Canis_armbrusteri,20498,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
354,Canis_armbrusteri,20530,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
355,Canis_armbrusteri,152904,0.85,0.21,Late Irvingtonian,NA,0.64,Paper says Late Irvingtonian,
356,Canis_arnensis,NA,2.58,1.8,Gelasian,NA,0.78,See this paper,
357,Canis_arnensis,34782,2.58,0.774,Early Pleistocene,NA,1.806,,
358,Canis_arnensis,34783,2.58,0.774,Early Pleistocene,NA,1.806,,
359,Canis_arnensis,35431,2.58,0.774,Early Pleistocene,NA,1.806,,
360,Canis_arnensis,40997,2.58,0.774,Early Pleistocene,NA,1.806,,
361,Canis_arnensis,41004,2.58,0.774,Early Pleistocene,NA,1.806,,
362,Canis_arnensis,41006,2.58,0.774,Early Pleistocene,NA,1.806,,
363,Canis_aureus,42866,0.774,0.129,Middle Pleistocene,NA,0.645,,
364,Canis_aureus,43008,0.774,0.129,Middle Pleistocene,NA,0.645,,
365,Canis_aureus,230985,0.774,0.129,Middle Pleistocene,NA,0.645,,
366,Canis_aureus,230986,0.774,0.129,Middle Pleistocene,NA,0.645,,
367,Canis_aureus,21877,0.129,0.0117,Late Pleistocene,NA,0.1173,,
368,Canis_aureus,230984,0.129,0.0117,Late Pleistocene,NA,0.1173,,
369,Canis_aureus,21690,0.0117,0,Holocene,NA,0.0117,,
370,Canis_aureus,21907,0.0117,0,Holocene,NA,0.0117,,
371,Canis_aureus,83304,0.0117,0,Holocene,NA,0.0117,,
372,Canis_aureus,122304,0.0117,0,Holocene,NA,0.0117,,
373,Canis_aureus,208786,0.0117,0,Holocene,NA,0.0117,,
374,Canis_aureus,208787,0.0117,0,Holocene,NA,0.0117,,
375,Canis_chihliensis,197069,2.58,0.774,Early Pleistocene,NA,1.806,,
376,Canis_chihliensis,231023,2.58,0.774,Early Pleistocene,NA,1.806,edited to early Pleistocene based on Tedford et al .,
377,Canis_edwardii,19963,4.1,3,Medial Blancan,NA,1.6,"Edited to middle Blancan based on Tedford; Bruno: C. edwardii range in the phylogeny seems to indicate Tedford has some different definition for medial Blancan. In Scope and Methods he only divides the Blancan into 4.7-3.7 and 3.7-1.8, so I'm not sure what medial Blancan is, but he seems convinced that edwardii was alive 3mya. I used Reppening's (1987) Blancan II-IV here to define medial Blancan as 4.2-2.6mya",
378,Canis_edwardii,19954,3,1.8,Late Blancan,NA,1.6,,
379,Canis_edwardii,19751,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford,
380,Canis_edwardii,20033,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford,
381,Canis_edwardii,20074,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford,
382,Canis_edwardii,20303,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford,
383,Canis_edwardii,20322,2.58,1.8,Blancan,NA,1.18,Edited to middle Blancan based on Tedford,
384,Canis_edwardii,20384,2.58,1.8,Gelasian,NA,0.78,,
385,Canis_edwardii,19617,1.8,0.85,Early Irvingtonian,NA,0.95,Tedford says Early Irvingtonian,
386,Canis_edwardii,20400,1.8,0.85,Early Irvingtonian,NA,0.95,Tedford lists as Early Irvingtonian,
387,Canis_edwardii,18500,1.8,0.21,Irvingtonian,NA,1.19,,
388,Canis_edwardii,20150,1.8,0.21,Irvingtonian,NA,1.19,,
389,Canis_edwardii,20299,1.8,0.21,Irvingtonian,NA,1.19,,
390,Canis_edwardii,20301,1.8,0.21,Irvingtonian,NA,1.19,,
391,Canis_edwardii,20308,1.8,0.21,Irvingtonian,NA,1.19,,
392,Canis_edwardii,20319,1.8,0.21,Irvingtonian,NA,1.19,,
393,Canis_edwardii,20329,1.8,0.21,Irvingtonian,NA,1.19,,
394,Canis_edwardii,20334,1.8,0.21,Irvingtonian,NA,1.19,,
395,Canis_edwardii,20351,1.8,0.21,Irvingtonian,NA,1.19,,
396,Canis_edwardii,20494,1.8,0.21,Irvingtonian,NA,1.19,,
397,Canis_edwardii,20499,1.8,0.21,Irvingtonian,NA,1.19,,
398,Canis_edwardii,20528,1.8,0.21,Irvingtonian,NA,1.19,,
399,Canis_edwardii,20536,1.8,0.21,Irvingtonian,NA,1.19,,
400,Canis_edwardii,159674,1.8,0.21,Irvingtonian,NA,1.19,,
401,Canis_edwardii,159675,1.8,0.21,Irvingtonian,NA,1.19,,
402,Canis_edwardii,159676,1.8,0.21,Irvingtonian,NA,1.19,,
403,Canis_edwardii,159677,1.8,0.21,Irvingtonian,NA,1.19,,
404,Canis_edwardii,159678,1.8,0.21,Irvingtonian,NA,1.19,,
405,Canis_edwardii,159679,1.8,0.21,Irvingtonian,NA,1.19,,
406,Canis_edwardii,20148,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford says late Irvingtonian,
407,Canis_edwardii,20342,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
408,Canis_etruscus,49254,2.58,1.8,MN 17,NA,0.78,,
409,Canis_etruscus,49414,2.58,1.8,MN 17,NA,0.78,,
410,Canis_etruscus,77773,2.58,1.8,Gelasian,NA,0.78,,
411,Canis_etruscus,34446,2.58,0.774,Early Pleistocene,NA,1.806,,
412,Canis_etruscus,34447,2.58,0.774,Early Pleistocene,NA,1.806,,
413,Canis_etruscus,34782,2.58,0.774,Early Pleistocene,NA,1.806,,
414,Canis_etruscus,34898,2.58,0.774,Early Pleistocene,NA,1.806,,
415,Canis_etruscus,34911,2.58,0.774,Early Pleistocene,NA,1.806,,
416,Canis_etruscus,39847,2.58,0.774,Early Pleistocene,NA,1.806,,
417,Canis_etruscus,39848,2.58,0.774,Early Pleistocene,NA,1.806,,
418,Canis_etruscus,40500,2.58,0.774,Early Pleistocene,NA,1.806,,
419,Canis_etruscus,42241,2.58,0.774,Early Pleistocene,NA,1.806,,
420,Canis_etruscus,44145,2.58,0.774,Early Pleistocene,NA,1.806,,
421,Canis_etruscus,44146,2.58,0.774,Early Pleistocene,NA,1.806,,
422,Canis_etruscus,47829,2.58,0.774,Early Pleistocene,NA,1.806,,
423,Canis_etruscus,47831,2.58,0.774,Early Pleistocene,NA,1.806,,
424,Canis_etruscus,50274,2.58,0.774,Early Pleistocene,NA,1.806,,
425,Canis_etruscus,189026,2.58,0.774,Early Pleistocene,NA,1.806,,
426,Canis_etruscus,189574,2.58,0.774,Early Pleistocene,NA,1.806,,
427,Canis_falconeri,36112,2.58,1.8,MN 17,NA,0.78,,
428,Canis_falconeri,47129,2.58,1.8,MN 17,NA,0.78,,
429,Canis_falconeri,77773,2.58,1.8,Gelasian,NA,0.78,,
430,Canis_falconeri,32145,2.58,0.774,Early Pleistocene,NA,1.806,,
431,Canis_falconeri,34898,2.58,0.774,Early Pleistocene,NA,1.806,,
432,Canis_falconeri,40997,2.58,0.774,Early Pleistocene,NA,1.806,,
433,Canis_falconeri,41003,2.58,0.774,Early Pleistocene,NA,1.806,,
434,Canis_falconeri,41006,2.58,0.774,Early Pleistocene,NA,1.806,,
435,Canis_falconeri,44146,2.58,0.774,Early Pleistocene,NA,1.806,,
436,Canis_falconeri,231192,2.58,0.774,Early Pleistocene,NA,1.806,,
437,Canis_latrans,20143,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
438,Canis_latrans,20150,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
439,Canis_latrans,20290,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
440,Canis_latrans,20302,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
441,Canis_latrans,20327,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
442,Canis_latrans,20329,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
443,Canis_latrans,20342,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
444,Canis_latrans,20347,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
445,Canis_latrans,20387,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
446,Canis_latrans,20477,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
447,Canis_latrans,20498,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
448,Canis_latrans,20500,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
449,Canis_latrans,20501,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
450,Canis_latrans,20530,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
451,Canis_latrans,20532,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
452,Canis_latrans,20559,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
453,Canis_latrans,152653,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
454,Canis_latrans,159680,0.85,0.21,Late Irvingtonian,NA,0.64,Tedford lists as Late Irvingtonian,
455,Canis_latrans,20491,0.21,0.014,Rancholabrean,NA,0.196,,
456,Canis_latrans,150336,0.21,0.014,Rancholabrean,NA,0.196,,
457,Canis_latrans,150336,0.21,0.014,Rancholabrean,NA,0.196,,
458,Canis_latrans,195112,0.21,0.014,Rancholabrean,NA,0.196,,
459,Canis_latrans,195939,0.21,0.014,Rancholabrean,NA,0.196,,
460,Canis_latrans,206992,0.21,0.014,Rancholabrean,NA,0.196,,
461,Canis_latrans,225289,0.21,0.014,Rancholabrean,NA,0.196,,
462,Canis_latrans,20273,0.129,0.0117,Late Pleistocene,NA,0.1173,,
463,Canis_latrans,20295,0.129,0.0117,Late Pleistocene,NA,0.1173,Paper lists as Late Pleistocene,
464,Canis_latrans,20569,0.129,0.0117,Late Pleistocene,NA,0.1173,,
465,Canis_latrans,20600,0.129,0.0117,Late Pleistocene,NA,0.1173,,
466,Canis_latrans,20612,0.129,0.0117,Late Pleistocene,NA,0.1173,,
467,Canis_latrans,20617,0.129,0.0117,Late Pleistocene,NA,0.1173,,
468,Canis_latrans,20619,0.129,0.0117,Late Pleistocene,NA,0.1173,,
469,Canis_latrans,20635,0.129,0.0117,Late Pleistocene,NA,0.1173,,
470,Canis_latrans,20641,0.129,0.0117,Late Pleistocene,NA,0.1173,,
471,Canis_latrans,20642,0.129,0.0117,Late Pleistocene,NA,0.1173,,
472,Canis_latrans,20644,0.129,0.0117,Late Pleistocene,NA,0.1173,,
473,Canis_latrans,20646,0.129,0.0117,Late Pleistocene,NA,0.1173,,
474,Canis_latrans,20653,0.129,0.0117,Late Pleistocene,NA,0.1173,,
475,Canis_latrans,34269,0.129,0.0117,Late Pleistocene,NA,0.1173,,
476,Canis_latrans,71308,0.129,0.0117,Late Pleistocene,NA,0.1173,,
477,Canis_latrans,73752,0.129,0.0117,Late Pleistocene,NA,0.1173,,
478,Canis_latrans,74292,0.129,0.0117,Late Pleistocene,NA,0.1173,,
479,Canis_latrans,74953,0.129,0.0117,Late Pleistocene,NA,0.1173,,
480,Canis_latrans,76059,0.129,0.0117,Late Pleistocene,NA,0.1173,,
481,Canis_latrans,79582,0.129,0.0117,Late Pleistocene,NA,0.1173,,
482,Canis_latrans,79630,0.129,0.0117,Late Pleistocene,NA,0.1173,,
483,Canis_latrans,79683,0.129,0.0117,Late Pleistocene,NA,0.1173,,
484,Canis_latrans,80232,0.129,0.0117,Late Pleistocene,NA,0.1173,,
485,Canis_latrans,93103,0.129,0.0117,Late Pleistocene,NA,0.1173,,
486,Canis_latrans,93141,0.129,0.0117,Late Pleistocene,NA,0.1173,,
487,Canis_latrans,93181,0.129,0.0117,Late Pleistocene,NA,0.1173,,
488,Canis_latrans,93182,0.129,0.0117,Late Pleistocene,NA,0.1173,,
489,Canis_latrans,93251,0.129,0.0117,Late Pleistocene,NA,0.1173,,
490,Canis_latrans,93281,0.129,0.0117,Late Pleistocene,NA,0.1173,,
491,Canis_latrans,93281,0.129,0.0117,Late Pleistocene,NA,0.1173,,
492,Canis_latrans,93332,0.129,0.0117,Late Pleistocene,NA,0.1173,,
493,Canis_latrans,93333,0.129,0.0117,Late Pleistocene,NA,0.1173,,
494,Canis_latrans,93379,0.129,0.0117,Late Pleistocene,NA,0.1173,,
495,Canis_latrans,93528,0.129,0.0117,Late Pleistocene,NA,0.1173,,
496,Canis_latrans,104664,0.129,0.0117,Late Pleistocene,NA,0.1173,,
497,Canis_latrans,154722,0.129,0.0117,Late Pleistocene,NA,0.1173,,
498,Canis_latrans,154771,0.129,0.0117,Late Pleistocene,NA,0.1173,,
499,Canis_latrans,155393,0.129,0.0117,Late Pleistocene,NA,0.1173,,
500,Canis_latrans,155409,0.129,0.0117,Late Pleistocene,NA,0.1173,,
501,Canis_latrans,216271,0.129,0.0117,Late Pleistocene,NA,0.1173,,
502,Canis_latrans,230753,0.129,0.0117,Late Pleistocene,NA,0.1173,,
503,Canis_latrans,74474,0.0117,0,Holocene,NA,0.0117,,
504,Canis_latrans,79584,0.0117,0,Holocene,NA,0.0117,,
505,Canis_latrans,162133,0.0117,0,Holocene,NA,0.0117,,
506,Canis_lepophagus,19965,4.7,4.1,Early Blancan,NA,0.6,Tedford says Early Blancan,
507,Canis_lepophagus,19668,4.7,1.8,Blancan,NA,3.3,,
508,Canis_lepophagus,19805,4.7,1.8,Blancan,NA,3.3,,
509,Canis_lepophagus,19807,4.7,1.8,Blancan,NA,3.3,,
510,Canis_lepophagus,19812,4.7,1.8,Blancan,NA,3.3,,
511,Canis_lepophagus,19815,4.7,1.8,Blancan,NA,3.3,,
512,Canis_lepophagus,19816,4.7,1.8,Blancan,NA,3.3,,
513,Canis_lepophagus,19819,4.7,1.8,Blancan,NA,3.3,,
514,Canis_lepophagus,19821,4.7,1.8,Blancan,NA,3.3,,
515,Canis_lepophagus,19839,4.7,1.8,Blancan,NA,3.3,,
516,Canis_lepophagus,19847,4.7,1.8,Blancan,NA,3.3,,
517,Canis_lepophagus,19854,4.7,1.8,Blancan,NA,3.3,,
518,Canis_lepophagus,19879,4.7,1.8,Blancan,NA,3.3,,
519,Canis_lepophagus,19888,4.7,1.8,Blancan,NA,3.3,,
520,Canis_lepophagus,19895,4.7,1.8,Blancan,NA,3.3,,
521,Canis_lepophagus,19903,4.7,1.8,Blancan,NA,3.3,,
522,Canis_lepophagus,19914,4.7,1.8,Blancan,NA,3.3,,
523,Canis_lepophagus,19929,4.7,1.8,Blancan,NA,3.3,,
524,Canis_lepophagus,19932,4.7,1.8,Blancan,NA,3.3,,
525,Canis_lepophagus,19934,4.7,1.8,Blancan,NA,3.3,,
526,Canis_lepophagus,19940,4.7,1.8,Blancan,NA,3.3,,
527,Canis_lepophagus,19955,4.7,1.8,Blancan,NA,3.3,,
528,Canis_lepophagus,19962,4.7,1.8,Blancan,NA,3.3,,
529,Canis_lepophagus,19963,4.7,1.8,Blancan,NA,3.3,,
530,Canis_lepophagus,19981,4.7,1.8,Blancan,NA,3.3,,
531,Canis_lepophagus,20023,4.7,1.8,Blancan,NA,3.3,,
532,Canis_lepophagus,20033,4.7,1.8,Blancan,NA,3.3,,
533,Canis_lepophagus,20034,4.7,1.8,Blancan,NA,3.3,,
534,Canis_lepophagus,20050,4.7,1.8,Blancan,NA,3.3,,
535,Canis_lepophagus,20060,4.7,1.8,Blancan,NA,3.3,,
536,Canis_lepophagus,20062,4.7,1.8,Blancan,NA,3.3,,
537,Canis_lepophagus,20322,4.7,1.8,Blancan,NA,3.3,,
538,Canis_lepophagus,19954,3,1.8,Late Blancan,NA,2.3,,
539,Canis_lupus,34926,0.774,0.129,Middle Pleistocene,NA,0.645,,
540,Canis_lupus,34927,0.774,0.129,Middle Pleistocene,NA,0.645,,
541,Canis_lupus,36134,0.774,0.129,Middle Pleistocene,NA,0.645,,
542,Canis_lupus,36206,0.774,0.129,Middle Pleistocene,NA,0.645,,
543,Canis_lupus,36214,0.774,0.129,Middle Pleistocene,NA,0.645,,
544,Canis_lupus,36219,0.774,0.129,Middle Pleistocene,NA,0.645,,
545,Canis_lupus,36220,0.774,0.129,Middle Pleistocene,NA,0.645,,
546,Canis_lupus,40808,0.774,0.129,Middle Pleistocene,NA,0.645,,
547,Canis_lupus,43008,0.774,0.129,Middle Pleistocene,NA,0.645,,
548,Canis_lupus,43649,0.774,0.129,Middle Pleistocene,NA,0.645,,
549,Canis_lupus,43650,0.774,0.129,Middle Pleistocene,NA,0.645,,
550,Canis_lupus,43651,0.774,0.129,Middle Pleistocene,NA,0.645,,
551,Canis_lupus,43653,0.774,0.129,Middle Pleistocene,NA,0.645,,
552,Canis_lupus,43654,0.774,0.129,Middle Pleistocene,NA,0.645,,
553,Canis_lupus,43664,0.774,0.129,Middle Pleistocene,NA,0.645,,
554,Canis_lupus,43699,0.774,0.129,Middle Pleistocene,NA,0.645,,
555,Canis_lupus,44090,0.774,0.129,Middle Pleistocene,NA,0.645,,
556,Canis_lupus,49089,0.774,0.129,Middle Pleistocene,NA,0.645,,
557,Canis_lupus,49814,0.774,0.129,Middle Pleistocene,NA,0.645,,
558,Canis_lupus,49816,0.774,0.129,Middle Pleistocene,NA,0.645,,
559,Canis_lupus,49999,0.774,0.129,Middle Pleistocene,NA,0.645,,
560,Canis_lupus,50196,0.774,0.129,Middle Pleistocene,NA,0.645,,
561,Canis_lupus,50198,0.774,0.129,Middle Pleistocene,NA,0.645,,
562,Canis_lupus,50199,0.774,0.129,Middle Pleistocene,NA,0.645,,
563,Canis_lupus,50249,0.774,0.129,Middle Pleistocene,NA,0.645,,
564,Canis_lupus,50258,0.774,0.129,Middle Pleistocene,NA,0.645,,
565,Canis_lupus,50259,0.774,0.129,Middle Pleistocene,NA,0.645,,
566,Canis_lupus,51100,0.774,0.129,Middle Pleistocene,NA,0.645,,
567,Canis_lupus,73761,0.774,0.129,Middle Pleistocene,NA,0.645,,
568,Canis_lupus,101897,0.774,0.129,Middle Pleistocene,NA,0.645,,
569,Canis_lupus,221422,0.774,0.129,Middle Pleistocene,NA,0.645,,
570,Canis_lupus,221425,0.774,0.129,Middle Pleistocene,NA,0.645,,
571,Canis_lupus,150336,0.21,0.014,Rancholabrean,NA,0.196,,
572,Canis_lupus,150336,0.21,0.014,Rancholabrean,NA,0.196,,
573,Canis_lupus,13066,0.129,0.0117,Late Pleistocene,NA,0.1173,,
574,Canis_lupus,20590,0.129,0.0117,Late Pleistocene,NA,0.1173,,
575,Canis_lupus,20600,0.129,0.0117,Late Pleistocene,NA,0.1173,,
576,Canis_lupus,20615,0.129,0.0117,Late Pleistocene,NA,0.1173,,
577,Canis_lupus,20626,0.129,0.0117,Late Pleistocene,NA,0.1173,,
578,Canis_lupus,43619,0.129,0.0117,Late Pleistocene,NA,0.1173,,
